id_signal,categorie,date_evenement,organisation_concernee,resume_neutre,id_source_exacte,reference_exacte,passage_justificatif,nature_information,niveau_confiance,niveau_confidentialite,droits_reutilisation,statut_validation,statut_doublon,statut_contradiction,date_extraction,extracteur,notes,perspective_corpus,theme,sous_theme,niveau_valeur,type_signal_demande,domaine_service,capacite_operationnelle,modele_economique,segment_client,horizon,auteur_idee,statut_public_ou_entretien
SIG-PUB-NOMIOS-010,Gain commercial,45950,Nomios SAS,Nomios estime le potentiel de l’accord-cadre CANUT à 140 millions d’euros sur quatre ans.,SRC-PUB-NOMIOS-004,https://www.nomios.fr/actualite/nomios-canut/ | Archive 2025-10-20_Nomios_canut-reseau.html,L’accord-cadre CANUT représente un marché potentiel estimé à 140 millions d’euros sur 4 ans.,Déclaration,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=Nomios France | Thème=Ventes | Sous-thème=Potentiel de marché public | Type de source=Publique primaire | Géographie=France | Utilité potentielle=Ventes; marché; secteur public | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-NOMIOS-011,Acquisition / cession,45939,Nomios SAS,"Nomios annonce l’acquisition d’Intragen, spécialiste IAM et PAM, avec le soutien de son actionnaire majoritaire Keensight Capital.",SRC-PUB-NOMIOS-005,https://www.nomios.fr/actualite/nomios-intragen/ | Archive 2025-10-09_Nomios_intragen.html,"Paris, le 9 octobre 2025 - Nomios, spécialiste paneuropéen des services de cybersécurité, annonce l'acquisition d'Intragen, spécialiste primé dans le domaine de la gestion des identités et des accès. Cette transaction, soutenue par Keensight Capital, marque une étape importante dans la stratégie de croissance de Nomios et renforce encore sa position de partenaire de confiance en cybersécurité en Europe.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=Nomios France | Thème=Stratégie | Sous-thème=Croissance externe IAM/PAM | Type de source=Publique primaire | Géographie=France | Utilité potentielle=Stratégie; positionnement; changement important | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-NOMIOS-012,Positionnement,45939,Nomios SAS,"Nomios structure son offre autour du conseil et de la GRC, des services professionnels et des services managés incluant SOC, NOC et VOC.",SRC-PUB-NOMIOS-005,https://www.nomios.fr/actualite/nomios-intragen/ | Archive 2025-10-09_Nomios_intragen.html,"L’approche de Nomios s’articule autour de trois piliers de services. À travers son activité de GRC (Gouvernance, Risque et Conformité), le groupe propose un accompagnement stratégique et sur-mesure pour anticiper et maîtriser les risques cyber. Ses Professional Services couvrent l’intégration, le déploiement et l’optimisation de solutions de sécurité et de réseaux, garantissant des infrastructures robustes et performantes. Enfin, les Services Managés de Nomios assurent la supervision continue, la gestion et l’amélioration de la sécurité via ses Security Operations Centre (SOC), Network Operations Centre (NOC) et Vulnerability Operation Centre (VOC), garantissant des standards élevés de protection, de disponibilité et de continuité opérationnelle pour ses clients.",Déclaration,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=Nomios France | Thème=Stratégie | Sous-thème=Architecture du portefeuille | Type de source=Publique primaire | Géographie=France | Utilité potentielle=Positionnement; offres; services managés | Décision qualité=À conserver — information de contexte,,,,,,,,,,,,
SIG-PUB-NOMIOS-013,Évolution d’offre,45939,Nomios SAS,"L’acquisition d’Intragen ajoute à l’offre Nomios des expertises IAM et PAM et un écosystème comprenant CyberArk, SailPoint, One Identity et Okta.",SRC-PUB-NOMIOS-005,https://www.nomios.fr/actualite/nomios-intragen/ | Archive 2025-10-09_Nomios_intragen.html,"L'intégration d'Intragen renforce encore l'offre de Nomios grâce à son expertise de pointe dans le domaine de l'identité numérique et de la gestion des accès à privilèges (PAM). Intragen est partenaire de CyberArk, SailPoint, One Identity et Okta.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=Nomios France | Thème=Produit | Sous-thème=Extension IAM/PAM | Type de source=Publique primaire | Géographie=France | Utilité potentielle=Offres; positionnement; partenaires | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-NOMIOS-014,Positionnement,45939,Nomios SAS,Nomios déclare que la cybersécurité représente trois quarts du chiffre d’affaires du groupe et les réseaux un quart.,SRC-PUB-NOMIOS-005,https://www.nomios.fr/actualite/nomios-intragen/ | Archive 2025-10-09_Nomios_intragen.html,"Aujourd’hui, trois quarts du chiffre d’affaires du groupe Nomios proviennent directement de son expertise en cybersécurité, contre un quart pour les activités réseaux.",Déclaration,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=Nomios France | Thème=Stratégie | Sous-thème=Mix d’activité | Type de source=Publique primaire | Géographie=Europe | Utilité potentielle=Stratégie; positionnement | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-NOMIOS-015,Performance économique,45939,Nomios SAS,Nomios déclare réaliser 60 % de son EBITDA hors de France.,SRC-PUB-NOMIOS-005,https://www.nomios.fr/actualite/nomios-intragen/ | Archive 2025-10-09_Nomios_intragen.html,"La présence internationale de Nomios s'est également considérablement développée au cours des dernières années : 60 % de l'EBITDA du groupe Nomios est désormais généré hors de France, grâce notamment aux très bonnes performances enregistrées aux Pays-Bas, en Italie et au Royaume-Uni.",Déclaration,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=Nomios France | Thème=Stratégie | Sous-thème=Internationalisation | Type de source=Publique primaire | Géographie=Europe | Utilité potentielle=Stratégie; implantation; performance | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-NOMIOS-016,Performance économique,45939,Nomios SAS,Nomios déclare que ses services propres représentent plus de 55 % de son revenu net.,SRC-PUB-NOMIOS-005,https://www.nomios.fr/actualite/nomios-intragen/ | Archive 2025-10-09_Nomios_intragen.html,"Par ailleurs, plus de 55 % du chiffre d’affaires net du groupe Nomios provient désormais de son portefeuille de services propres (qui inclut les professional services, support services, managed services, GRC, NOC, SOC et VOC).",Déclaration,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=Nomios France | Thème=Stratégie | Sous-thème=Poids des services propres | Type de source=Publique primaire | Géographie=Europe | Utilité potentielle=Stratégie; services managés; ventes | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-NOMIOS-017,Performance économique,45939,Nomios SAS,Nomios vise 650 millions d’euros de chiffre d’affaires et 75 millions d’euros d’EBITDA en 2026.,SRC-PUB-NOMIOS-005,https://www.nomios.fr/actualite/nomios-intragen/ | Archive 2025-10-09_Nomios_intragen.html,"En 2026, l’acquisition d’ Intragen permet au groupe Nomios de viser un EBITDA de 75 M€ et un chiffre d’affaires de 650 M€, reflet de la solidité et de l’ambition du groupe.",Déclaration,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=Nomios France | Thème=Stratégie | Sous-thème=Objectifs financiers 2026 | Type de source=Publique primaire | Géographie=Europe | Utilité potentielle=Stratégie; performance; signal de changement | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-NOMIOS-018,Changement organisationnel,45939,Nomios SAS,"Intragen doit initialement conserver sa marque et sa direction, puis former un segment autonome du groupe Nomios.",SRC-PUB-NOMIOS-005,https://www.nomios.fr/actualite/nomios-intragen/ | Archive 2025-10-09_Nomios_intragen.html,"Les équipes et expertises seront conservées, Intragen by Nomios continuant d’opérer dans un premier temps comme entité distincte, puis comme segment autonome sous la direction de son équipe actuelle.",Déclaration,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=Nomios France | Thème=Stratégie | Sous-thème=Intégration organisationnelle | Type de source=Publique primaire | Géographie=Europe | Utilité potentielle=Organisation; stratégie | Décision qualité=À conserver — information de contexte,,,,,,,,,,,,
SIG-PUB-NOMIOS-019,Lancement d’offre,45918,Nomios SAS,Nomios et Fortinet proposent un Rapid Cloud Assessment destiné à évaluer rapidement la posture de sécurité cloud.,SRC-PUB-NOMIOS-006,https://www.nomios.fr/actualite/nomios-rapid-cloud-assessment/ | Archive 2025-09-18_Nomios_rapid-cloud-assessment.html,"En partenariat avec Fortinet, nous proposons le Rapid Cloud Assessment, une évaluation rapide et complète de votre posture de sécurité dans le cloud, qui vous permet d’obtenir une vision claire et priorisée de vos risques en seulement quelques jours.",Déclaration,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=Nomios France | Thème=Produit | Sous-thème=Évaluation de posture cloud | Type de source=Publique primaire | Géographie=France | Utilité potentielle=Offres; partenaires; go-to-market | Décision qualité=À conserver — information de contexte,,,,,,,,,,,,
SIG-PUB-NOMIOS-020,Certification / qualification,45868,Nomios SAS,Nomios affirme faire partie des cinq partenaires ayant obtenu le statut Fortinet ETSP en France et des trois au Royaume-Uni.,SRC-PUB-NOMIOS-007,https://www.nomios.fr/actualite/fortinet-etsp-program/ | Archive 2025-07-30_Nomios_fortinet-etsp.html,"Ce processus de sélection rigoureux est si sélectif que Nomios est l'un des trois seuls partenaires à avoir obtenu ce statut au Royaume-Uni, et l'un des cinq partenaires seulement en France, soulignant le caractère exceptionnel de cette reconnaissance technique.",Déclaration,Moyenne,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=Nomios France | Thème=Partenariats | Sous-thème=Qualification support Fortinet | Type de source=Publique primaire | Géographie=France et Royaume-Uni | Utilité potentielle=Partenaires; analyse concurrentielle | Décision qualité=À conserver — valeur analytique forte | Élément à corroborer,,,,,,,,,,,,
SIG-PUB-NOMIOS-021,Partenariat,45840,Nomios SAS,Nomios présente Juniper Networks comme partenaire depuis 2004 et déclare avoir récemment renouvelé son partenariat avec HPE.,SRC-PUB-NOMIOS-008,https://www.nomios.fr/actualite/hpe-juniper-acquisition-complete/ | Archive 2025-07-02_Nomios_hpe-juniper.html,"Juniper Networks est un partenaire de confiance de Nomios depuis nos débuts en 2004. Au fil des années, notre collaboration a permis de stimuler l’innovation et de fournir des solutions réseau robustes à travers l’Europe (via Infradata). Avec l’acquisition de Juniper Networks par HPE désormais officiellement approuvée, nous sommes impatients de voir ce que cela signifie pour l’avenir. Nomios est un partenaire historique de Juniper, et nous avons récemment renouvelé notre partenariat stratégique avec HPE. Ensemble, nous sommes convaincus que cela ouvrira de nouvelles opportunités pour des réseaux intelligents, sécurisés et pilotés par l’IA.",Déclaration,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=Nomios France | Thème=Partenariats | Sous-thème=Continuité Juniper et HPE | Type de source=Publique primaire | Géographie=Europe | Utilité potentielle=Partenaires; positionnement | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-NOMIOS-022,Prise de parole dirigeant,45840,Nomios SAS,"Nomios estime que les clients recherchent simplicité, intelligence et intégration, notamment dans le cloud hybride et les data centers IA.",SRC-PUB-NOMIOS-008,https://www.nomios.fr/actualite/hpe-juniper-acquisition-complete/ | Archive 2025-07-02_Nomios_hpe-juniper.html,"De notre point de vue, cette stratégie reflète clairement ce que nous observons sur le marché. Les clients recherchent simplicité, intelligence et intégration, en particulier dans les environnements cloud hybride et de data centers IA. Aruba et Juniper apportent ici des forces complémentaires, et HPE mise gros sur cette synergie.",Interprétatif,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=Nomios France | Thème=Analyse concurrentielle | Sous-thème=Attentes clients selon Nomios | Type de source=Publique primaire | Géographie=Europe | Utilité potentielle=Marché; positionnement; signal faible | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-NOMIOS-023,Étude de marché,45831,Nomios SAS,"Dans sa lecture du Magic Quadrant SSE de Gartner, Nomios décrit un marché qui se consolide et gagne en maturité.",SRC-PUB-NOMIOS-010,https://www.nomios.fr/actualite/mq-sse-2024-vs-2025/ | Archive 2025-06-23_Nomios_mq-sse-2025.html,"Entre ces deux éditions, le marché du Security Service Edge (SSE) poursuit sa transformation, marquée par une phase de consolidation et un net gain en maturité technologique.",Interprétatif,Moyenne,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=Nomios France | Thème=Analyse concurrentielle | Sous-thème=Maturité du marché SSE | Type de source=Publique primaire | Géographie=International | Utilité potentielle=Marché; concurrence; signal de changement | Décision qualité=À conserver — valeur analytique forte | Élément à corroborer,,,,,,,,,,,,
SIG-PUB-NOMIOS-024,Étude de marché,45831,Nomios SAS,"Nomios estime que les entreprises attendent des offres SSE une cohérence de plateforme, une couverture mondiale, des SLA solides et une expérience utilisateur fluide.",SRC-PUB-NOMIOS-010,https://www.nomios.fr/actualite/mq-sse-2024-vs-2025/ | Archive 2025-06-23_Nomios_mq-sse-2025.html,"Cependant, Gartner introduit en 2025 de nouveaux critères qui témoignent de l’évolution des attentes des entreprises. La cohérence des plateformes, la performance des réseaux mondiaux — en particulier les points de présence (PoPs) et les engagements de service ( SLAs ) — ainsi que l’expérience utilisateur, tant pour les collaborateurs que pour les équipes de sécurité, deviennent des éléments centraux.",Interprétatif,Moyenne,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=Nomios France | Thème=Analyse concurrentielle | Sous-thème=Critères d’achat SSE selon Nomios | Type de source=Publique primaire | Géographie=International | Utilité potentielle=Marché; concurrence; positionnement | Décision qualité=À conserver — valeur analytique forte | Élément à corroborer,,,,,,,,,,,,
SIG-PUB-NOMIOS-025,Performance économique,46131,Nomios SAS,"ChannelNews rapporte un chiffre d’affaires 2025 de 553 millions d’euros pour le groupe Nomios, en hausse de 20 %, dont 245 millions en France, en hausse de 14 %.",SRC-PUB-NOMIOS-011,https://www.channelnews.fr/nomios-croissance-de-20-en-2025-tiree-par-les-services-recurrents-156340 | Archive 2026-04-19_ChannelNews_nomios-croissance-2025.html,"Présent dans sept pays, le groupe a réalisé 553 M€ de chiffre d’affaires en 2025, en progression de 20 %, pour un EBITDA de 61 M€. La France a contribué à hauteur de 245 M€, contre 215 M€ en 2024, confirmant une nouvelle année de forte croissance pour la filiale historique du groupe (+14 %).",Factuel,Moyenne,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=ChannelNews | Thème=Ventes | Sous-thème=Performance 2025 | Type de source=Publique secondaire | Géographie=France et Europe | Utilité potentielle=Ventes; performance; analyse concurrentielle | Décision qualité=À conserver — valeur analytique forte | Élément à corroborer,,,,,,,,,,,,
SIG-PUB-NOMIOS-026,Changement organisationnel,46131,Nomios SAS,ChannelNews rapporte que Nomios emploie 340 personnes en France et 1 300 en Europe.,SRC-PUB-NOMIOS-011,https://www.channelnews.fr/nomios-croissance-de-20-en-2025-tiree-par-les-services-recurrents-156340 | Archive 2026-04-19_ChannelNews_nomios-croissance-2025.html,"L’effectif atteint désormais 340 personnes en France, sur un total de 1.300 collaborateurs au niveau européen.",Factuel,Moyenne,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=ChannelNews | Thème=Stratégie | Sous-thème=Effectifs | Type de source=Publique secondaire | Géographie=France et Europe | Utilité potentielle=Implantation; taille; contexte concurrentiel | Décision qualité=À conserver — information de contexte | Élément à corroborer,,,,,,,,,,,,
SIG-PUB-NOMIOS-027,Performance économique,46131,Nomios SAS,"ChannelNews rapporte une croissance 2025 de 43 % pour les services managés, de 42 % pour le SOC et de 41 % pour le support.",SRC-PUB-NOMIOS-011,https://www.channelnews.fr/nomios-croissance-de-20-en-2025-tiree-par-les-services-recurrents-156340 | Archive 2026-04-19_ChannelNews_nomios-croissance-2025.html,"Les services managés ou services d’exploitation (gestion des changements, application des rustines, mise à jour des règles) progressent de 43 %, les services de surveillance des événements de sécurité (SOC) de 42 % et le support (résolution des incidents de fonctionnement) de 41 %.",Factuel,Moyenne,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=ChannelNews | Thème=Ventes | Sous-thème=Dynamique des services récurrents | Type de source=Publique secondaire | Géographie=France et Europe | Utilité potentielle=Ventes; services managés; signal de changement | Décision qualité=À conserver — valeur analytique forte | Élément à corroborer,,,,,,,,,,,,
SIG-PUB-NOMIOS-028,Recrutement,46131,Nomios SAS,ChannelNews rapporte le recrutement en France de deux commerciaux spécialisés Intragen et la signature de plusieurs clients.,SRC-PUB-NOMIOS-011,https://www.channelnews.fr/nomios-croissance-de-20-en-2025-tiree-par-les-services-recurrents-156340 | Archive 2026-04-19_ChannelNews_nomios-croissance-2025.html,Deux spécialistes des ventes ont donc été recrutés pour porter cette activité localement en s’appuyant sur les contrats et les ressources existants au niveau groupe. Ils comptent déjà plusieurs clients signés à leur actif.,Factuel,Moyenne,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=ChannelNews | Thème=Go-to-market | Sous-thème=Déploiement commercial IAM | Type de source=Publique secondaire | Géographie=France | Utilité potentielle=Go-to-market; ventes; recrutement | Décision qualité=À conserver — valeur analytique forte | Élément à corroborer,,,,,,,,,,,,
SIG-PUB-NOMIOS-029,Performance économique,46131,Nomios SAS,ChannelNews rapporte que le SOC de Nomios compte plus de 100 clients en France.,SRC-PUB-NOMIOS-011,https://www.channelnews.fr/nomios-croissance-de-20-en-2025-tiree-par-les-services-recurrents-156340 | Archive 2026-04-19_ChannelNews_nomios-croissance-2025.html,"Nomios a aussi poursuivi l’enrichissement technologique de son SOC qui, cinq ans après son lancement, a franchi le seuil des 100 clients en France.",Factuel,Moyenne,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=ChannelNews | Thème=Ventes | Sous-thème=Base clients SOC | Type de source=Publique secondaire | Géographie=France | Utilité potentielle=Ventes; services managés; positionnement | Décision qualité=À conserver — valeur analytique forte | Élément à corroborer,,,,,,,,,,,,
SIG-PUB-NOMIOS-030,Partenariat,46131,Nomios SAS,ChannelNews rapporte que Qevlar AI est intégrée à sept SOC managés de Nomios et fait l’objet d’un accord de distribution européen.,SRC-PUB-NOMIOS-011,https://www.channelnews.fr/nomios-croissance-de-20-en-2025-tiree-par-les-services-recurrents-156340 | Archive 2026-04-19_ChannelNews_nomios-croissance-2025.html,"En janvier 2025, le groupe annonçait l’intégration de la plateforme de Qevlar AI dans ses sept centres opérationnels de sécurité managée – ainsi qu’un accord de distribution européen autour de cette solution – afin d’accélérer le travail des analystes sur les tâches les plus critiques.",Factuel,Moyenne,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=ChannelNews | Thème=Partenariats | Sous-thème=IA appliquée au SOC | Type de source=Publique secondaire | Géographie=Europe | Utilité potentielle=IA; partenaires; services managés | Décision qualité=À conserver — valeur analytique forte | Élément à corroborer,,,,,,,,,,,,
SIG-PUB-NOMIOS-031,Changement organisationnel,46131,Nomios SAS,ChannelNews rapporte que le siège français de Nomios est passé de 1 600 à 3 000 mètres carrés lors d’un déménagement en novembre.,SRC-PUB-NOMIOS-011,https://www.channelnews.fr/nomios-croissance-de-20-en-2025-tiree-par-les-services-recurrents-156340 | Archive 2026-04-19_ChannelNews_nomios-croissance-2025.html,"L’entreprise a quitté en novembre ses anciens bureaux de 1.600 m² à Boulogne-Billancourt, qu’elle occupait depuis neuf ans, pour de nouveaux locaux de 3.000 m² à proximité immédiate.",Factuel,Moyenne,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=ChannelNews | Thème=Stratégie | Sous-thème=Extension du siège français | Type de source=Publique secondaire | Géographie=France | Utilité potentielle=Implantation; contexte de croissance | Décision qualité=À conserver — information de contexte | Élément à corroborer,,,,,,,,,,,,
SIG-PUB-NOMIOS-032,Positionnement,46131,Nomios SAS,"Selon ChannelNews, Nomios veut en 2026 développer les services managés, accélérer dans le conseil et l’IAM et étudier de nouvelles acquisitions européennes.",SRC-PUB-NOMIOS-011,https://www.channelnews.fr/nomios-croissance-de-20-en-2025-tiree-par-les-services-recurrents-156340 | Archive 2026-04-19_ChannelNews_nomios-croissance-2025.html,"La poursuite du renforcement des services, la montée en puissance du consulting, la consolidation de l’activité IAM et la recherche de nouvelles acquisitions en Europe figurent parmi ses chantiers prioritaires pour l’année en cours.",Déclaration,Moyenne,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.25,Codex,Auteur=ChannelNews | Thème=Stratégie | Sous-thème=Priorités 2026 | Type de source=Publique secondaire | Géographie=Europe | Utilité potentielle=Stratégie; positionnement; changement important | Décision qualité=À conserver — valeur analytique forte | Élément à corroborer,,,,,,,,,,,,
SIG-PUB-WATCHGUARD-001,Évolution d’offre,46037,"WatchGuard Technologies, Inc.",WatchGuard étend son MDR 24/7 aux outils de sécurité tiers afin que les MSP puissent servir des environnements hétérogènes sans remplacement de plateforme.,SRC-PUB-WATCHGUARD-001,https://www.watchguard.com/fr/wgrd-news/press-releases/watchguard-open-mdr-offre-aux-msp-un-acces-accelere-des-services-mdr-forte | Archive 2026-01-15_WatchGuard_open-mdr.html,"Paris, le 15 janvier 2026 – WatchGuard® Technologies, leader mondial de la cybersécurité unifiée pour les fournisseurs de services managés (MSP), annonce aujourd’hui le lancement de WatchGuard Open MDR, une évolution stratégique de son offre MDR (Managed Detection and Response). Cette nouvelle approche étend la détection et la réponse managées 24 h/24 et 7 j/7 aux outils de sécurité tiers, en complément des technologies WatchGuard, permettant aux MSP de proposer des services de sécurité de niveau entreprise dans des environnements clients hétérogènes, sans imposer de remplacement de plateformes.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.333333333336,Codex,Auteur=WatchGuard Technologies | Thème=Stratégie | Sous-thème=MDR ouvert et multifournisseur | Type de source=Publique primaire | Géographie=International | Utilité potentielle=Stratégie; services managés; positionnement | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-WATCHGUARD-002,Évolution d’offre,46037,"WatchGuard Technologies, Inc.","Open MDR réunit les intégrations WatchGuard et tierces dans une vue unique pour accélérer l’onboarding, réduire les frictions de renouvellement et standardiser les services MSP.",SRC-PUB-WATCHGUARD-001,https://www.watchguard.com/fr/wgrd-news/press-releases/watchguard-open-mdr-offre-aux-msp-un-acces-accelere-des-services-mdr-forte | Archive 2026-01-15_WatchGuard_open-mdr.html,"Open MDR rassemble les intégrations natives de WatchGuard et les environnements tiers dans une vue opérationnelle unique. Pour les MSP, cela se traduit par un onboarding plus rapide, moins de frictions lors des renouvellements et la possibilité de standardiser la prestation de services sur des environnements clients variés, sans migrations forcées.",Déclaration,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.333333333336,Codex,Auteur=WatchGuard Technologies | Thème=Go-to-market | Sous-thème=Industrialisation des services MDR | Type de source=Publique primaire | Géographie=International | Utilité potentielle=Go-to-market; ventes; services managés | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-WATCHGUARD-003,Lancement d’offre,46107,"WatchGuard Technologies, Inc.","WatchGuard lance trois offres NDR : NDR pour Firebox, Managed NDR et Total NDR.",SRC-PUB-WATCHGUARD-002,https://www.watchguard.com/fr/wgrd-news/press-releases/watchguard-etend-ses-capacites-ndr-et-rend-la-detection-avancee-des | Archive 2026-03-26_WatchGuard_ndr.html,"WatchGuard® Technologies, leader mondial de la cybersécurité unifiée pour les MSP, annonce le lancement de nouvelles offres WatchGuard NDR pour Firebox, Managed NDR et Total NDR.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.333333333336,Codex,Auteur=WatchGuard Technologies | Thème=Produit | Sous-thème=Architecture de gamme NDR | Type de source=Publique primaire | Géographie=International | Utilité potentielle=Produit; services managés; positionnement | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-WATCHGUARD-004,Évolution d’offre,46107,"WatchGuard Technologies, Inc.",WatchGuard NDR pour Firebox utilise la télémétrie des pare-feu existants sans capteurs ni équipements supplémentaires et s’intègre à la plateforme unifiée.,SRC-PUB-WATCHGUARD-002,https://www.watchguard.com/fr/wgrd-news/press-releases/watchguard-etend-ses-capacites-ndr-et-rend-la-detection-avancee-des | Archive 2026-03-26_WatchGuard_ndr.html,"WatchGuard NDR pour Firebox intègre des fonctions avancées de détection directement au sein des environnements de pare-feu existants, supprimant ainsi le besoin de capteurs autonomes ou de nouveaux équipements. Les organisations bénéficient d’une visibilité approfondie sur le trafic et d’analyses comportementales à partir des données de télémétrie déjà disponibles sur leurs réseaux. Proposée via une interface de gestion unifiée et intégrée à WatchGuard Unified Security Platform®, cette solution transforme la détection en une extension naturelle des opérations de sécurité existantes, sans nécessiter d’outil supplémentaire.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.333333333336,Codex,Auteur=WatchGuard Technologies | Thème=Produit | Sous-thème=NDR intégré au parc installé | Type de source=Publique primaire | Géographie=International | Utilité potentielle=Produit; automatisation; analyse concurrentielle | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-WATCHGUARD-005,Lancement d’offre,46107,"WatchGuard Technologies, Inc.","Managed NDR fournit une surveillance continue, une investigation et une réponse guidée par le SOC WatchGuard aux organisations sans équipe dédiée.",SRC-PUB-WATCHGUARD-002,https://www.watchguard.com/fr/wgrd-news/press-releases/watchguard-etend-ses-capacites-ndr-et-rend-la-detection-avancee-des | Archive 2026-03-26_WatchGuard_ndr.html,"WatchGuard Managed NDR, destiné aux organisations ne disposant pas d’équipes dédiées aux opérations de sécurité, fournit des services de surveillance continue, d’investigation et de réponse guidée, assurés par le Security Operations Center (SOC) de WatchGuard. Cette approche permet aux MSP et aux PME de tirer parti d’une détection avancée sans avoir à créer ni gérer un SOC interne.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46218.333333333336,Codex,Auteur=WatchGuard Technologies | Thème=Produit | Sous-thème=NDR managé | Type de source=Publique primaire | Géographie=International | Utilité potentielle=Services managés; go-to-market; marché | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
