id_relation,entite_source,type_relation,entite_cible,date_debut,date_fin,organisation_concernee,id_source_exacte,reference_exacte,passage_justificatif,nature_information,niveau_confiance,niveau_confidentialite,droits_reutilisation,statut_validation,statut_doublon,statut_contradiction,date_extraction,notes,id_entite_source,id_entite_cible,statut_relation,date_derniere_preuve,service_concerne,technologie_concernee,exclusivite_declaree,perspective_corpus
REL-PUB-LEVIIA-007,Leviia SAS,Membre → groupement,Mission French Tech,45967,,Leviia SAS,SRC-PUB-LEVIIA-009,https://lafrenchtech.gouv.fr/app/uploads/2023/08/DP_FrenchTech2030_2025_compressed.pdf | Archive 2025-11-06_FrenchTech2030_promotion-2025.pdf,Diamfab Leviia Spore Biotechnologies,Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.416666666664,Sélection dans la promotion French Tech 2030.,,,,,,,,
REL-PUB-LEVIIA-008,AVA6,Partenaire ↔ partenaire,Leviia SAS,,,Leviia SAS,SRC-PUB-LEVIIA-004,https://www.leviia.com/partenaires/ | Archive 2026-07-16_Leviia_programme-partenaires-page-non-date.html,"Avec Leviia, on développe des projets concrets sur le S3 : une alternative souveraine, compétitive, et portée par une équipe ultra réactive, tant côté support que commerce. C’est un partenaire impliqué avec qui la collaboration nous permet d’accélérer et de différencier notre offre.",Factuel,Moyenne,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.416666666664,Relation explicite sur une page officielle non datée.,,,,,,,,
REL-PUB-LEVIIA-009,CFI Groupe,Partenaire ↔ partenaire,Leviia SAS,,,Leviia SAS,SRC-PUB-LEVIIA-004,https://www.leviia.com/partenaires/ | Archive 2026-07-16_Leviia_programme-partenaires-page-non-date.html,"En tant que partenaire stratégique de Leviia, nous apprécions leur expertise et leur engagement à fournir des solutions cloud sécurisées et performantes autour de la sauvegarde. Leur forte compatibilité avec Veeam ainsi que les autres acteurs principaux de la sauvegarde est un avantage considérable. Leurs infrastructures fiables nous permettent d’offrir à nos clients des services de qualité, tout en bénéficiant d’un accompagnement personnalisé.",Factuel,Moyenne,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.416666666664,Partenaire stratégique selon le témoignage; page officielle non datée.,,,,,,,,
REL-PUB-CAMPUSCYBER-001,Joffrey Célestin-Urbain,Membre → groupement,Campus Cyber SAS,45740,,Campus Cyber SAS,SRC-PUB-CAMPUSCYBER-004,https://campuscyber.fr/nomination-du-futur-president-du-campus-cyber/ | Archive 2025-03-24_CampusCyber_nomination-president.html,"Paris, le lundi 24 mars 2025 – Le Conseil d’Administration du Campus Cyber réunit en session extraordinaire a élu M. Joffrey Célestin-Urbain en qualité de président du Conseil d’administration et de la société Campus Cyber.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Présidence explicitement annoncée.,,,,,,,,
REL-PUB-CAMPUSCYBER-002,Farida Poulain,Membre → groupement,Campus Cyber SAS,45929,,Campus Cyber SAS,SRC-PUB-CAMPUSCYBER-003,https://campuscyber.fr/nomination-farida-poulain-directrice-generale/ | Archive 2025-09-29_CampusCyber_nomination-farida-poulain.html,Le Campus Cyber a le plaisir d’annoncer l’arrivée prochaine de Farida Poulain en tant que Directrice générale. Cette nomination marque une nouvelle étape majeure dans le développement du Campus comme lieu fédérateur de l’écosystème français et européen de la cybersécurité et du numérique de confiance.,Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Direction générale explicitement annoncée.,,,,,,,,
REL-PUB-CAMPUSCYBER-003,ANSSI,Membre → groupement,Campus Cyber SAS,46007,,Campus Cyber SAS,SRC-PUB-CAMPUSCYBER-002,https://campuscyber.fr/nouvelle-gouvernance-du-campus-cyber-2026-2028/ | Archive 2025-12-19_CampusCyber_nouvelle-gouvernance.html,"Membres de droit : ANSSI, représentant de l’Etat : Vincent Strubel Atos – Eviden : Pierre-Yves Jolivet Capgemini : Marjorie Bordes OCD : Frédéric Zink Thales : Pierre Jeanne Sopra Steria : Jean-Luc Gibernon",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Membre de droit représentant l’État.,,,,,,,,
REL-PUB-CAMPUSCYBER-004,Direction générale des entreprises,Membre → groupement,Campus Cyber SAS,46007,,Campus Cyber SAS,SRC-PUB-CAMPUSCYBER-002,https://campuscyber.fr/nouvelle-gouvernance-du-campus-cyber-2026-2028/ | Archive 2025-12-19_CampusCyber_nouvelle-gouvernance.html,Institutionnel ANSSI (Renaud Labelle) x DGE (Aurélien Palix),Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Représentation institutionnelle explicitement publiée.,,,,,,,,
REL-PUB-CAMPUSCYBER-006,Union européenne,Investisseur → cible,CYBIAH,,,Campus Cyber SAS,SRC-PUB-CAMPUSCYBER-007,https://campuscyber.fr/cybiah-ami-ia/ | Archive 2025-07-08_CampusCyber_cybiah-ami-ia.html,"C’est pourquoi CYBIAH, le European Digital Innovation Hub coordonné par le Campus Cyber et cofinancé par l’Union européenne et la Région Île-de-France, lance un appel à manifestation d’intérêt (AMI) inédit, destiné à enrichir son offre de services en cybersécurité appliquée à l’IA.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Cofinancement explicitement cité.,,,,,,,,
REL-PUB-CAMPUSCYBER-007,Région Île-de-France,Investisseur → cible,CYBIAH,,,Campus Cyber SAS,SRC-PUB-CAMPUSCYBER-007,https://campuscyber.fr/cybiah-ami-ia/ | Archive 2025-07-08_CampusCyber_cybiah-ami-ia.html,"C’est pourquoi CYBIAH, le European Digital Innovation Hub coordonné par le Campus Cyber et cofinancé par l’Union européenne et la Région Île-de-France, lance un appel à manifestation d’intérêt (AMI) inédit, destiné à enrichir son offre de services en cybersécurité appliquée à l’IA.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Cofinancement explicitement cité.,,,,,,,,
REL-PUB-CAMPUSCYBER-008,Métropole du Grand Paris,Partenaire ↔ partenaire,CYBIAH,45695,,Campus Cyber SAS,SRC-PUB-CAMPUSCYBER-008,https://campuscyber.fr/metropole-grand-paris-cybersecurite-cybiah/ | Archive 2025-02-07_CampusCyber_mgp-cybiah.html,"Officiellement lancé ce jour au Campus Cyber, le partenariat entre la Métropole du Grand Paris et CYBIAH vise à offrir un dispositif de cybersécurisation clé en main et entièrement gratuit pour les communes volontaires.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Partenariat explicitement lancé.,,,,,,,,
REL-PUB-CAMPUSCYBER-009,Thales Cyber Solutions,Prestataire dédié → commanditaire,CYBIAH,45678,,Campus Cyber SAS,SRC-PUB-CAMPUSCYBER-009,https://campuscyber.fr/cybiah-choisit-thales-cyber-solutions-et-cyna-pour-renforcer-la-cybersecurite-des-organisations-franciliennes/ | Archive 2025-01-21_CampusCyber_cybiah-thales-cyna.html,"Le dispositif CYBIAH, coordonné par le Campus Cyber, lançait un Appel à Manifestation d’Intérêt (AMI) le 3 septembre 2024, afin d’identifier des prestataires spécialisés pour accompagner les TPE, PME et acteurs de l’Économie Sociale et Solidaire (ESS) dans l’évaluation de leur maturité en cybersécurité. Après une sélection rigoureuse, Thales Cyber Solutions et CYNA ont été retenus pour leur expertise et leur engagement à répondre aux besoins spécifiques des organisations locales.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Prestataire sélectionné.,,,,,,,,
REL-PUB-CAMPUSCYBER-010,CYNA,Prestataire dédié → commanditaire,CYBIAH,45678,,Campus Cyber SAS,SRC-PUB-CAMPUSCYBER-009,https://campuscyber.fr/cybiah-choisit-thales-cyber-solutions-et-cyna-pour-renforcer-la-cybersecurite-des-organisations-franciliennes/ | Archive 2025-01-21_CampusCyber_cybiah-thales-cyna.html,"Le dispositif CYBIAH, coordonné par le Campus Cyber, lançait un Appel à Manifestation d’Intérêt (AMI) le 3 septembre 2024, afin d’identifier des prestataires spécialisés pour accompagner les TPE, PME et acteurs de l’Économie Sociale et Solidaire (ESS) dans l’évaluation de leur maturité en cybersécurité. Après une sélection rigoureuse, Thales Cyber Solutions et CYNA ont été retenus pour leur expertise et leur engagement à répondre aux besoins spécifiques des organisations locales.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Prestataire sélectionné.,,,,,,,,
REL-PUB-CAMPUSCYBER-011,Hub Grand Est Cybersécurité,Membre → groupement,Réseau des Campus Cyber territoriaux,45952,,Campus Cyber SAS,SRC-PUB-CAMPUSCYBER-006,https://campuscyber.fr/le-grand-est-et-loccitanie-rejoignent-le-reseau-des-campus-cyber-territoriaux/ | Archive 2025-11-26_CampusCyber_grand-est-occitanie.html,"Le réseau des Campus cyber territoriaux s’étend avec l’intégration de deux nouvelles régions : le Grand Est et l’Occitanie. Les dates du 22 octobre et du 26 novembre 2025 marquent l’officialisation de leur labellisation en tant que Campus cyber territoriaux. Ces deux intégrations renforcent la dynamique nationale engagée pour répondre plus efficacement aux attentes des PME et ETI, des acteurs de la recherche et des collectivités locales, et offrir un accès simplifié à des solutions robustes, souveraines et adaptées, quels que soient leur activité et leur territoire.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Labellisation territoriale explicite.,,,,,,,,
REL-PUB-CAMPUSCYBER-012,Cyber’Occ,Membre → groupement,Réseau des Campus Cyber territoriaux,45987,,Campus Cyber SAS,SRC-PUB-CAMPUSCYBER-006,https://campuscyber.fr/le-grand-est-et-loccitanie-rejoignent-le-reseau-des-campus-cyber-territoriaux/ | Archive 2025-11-26_CampusCyber_grand-est-occitanie.html,"Le réseau des Campus cyber territoriaux s’étend avec l’intégration de deux nouvelles régions : le Grand Est et l’Occitanie. Les dates du 22 octobre et du 26 novembre 2025 marquent l’officialisation de leur labellisation en tant que Campus cyber territoriaux. Ces deux intégrations renforcent la dynamique nationale engagée pour répondre plus efficacement aux attentes des PME et ETI, des acteurs de la recherche et des collectivités locales, et offrir un accès simplifié à des solutions robustes, souveraines et adaptées, quels que soient leur activité et leur territoire.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Labellisation territoriale explicite.,,,,,,,,
REL-PUB-CAMPUSCYBER-013,Campus Cyber SAS,Partenaire ↔ partenaire,ANSSI,45918,,Campus Cyber SAS,SRC-PUB-CAMPUSCYBER-013,https://cyber.gouv.fr/actualites/rempar25-un-exercice-de-crise-cyber-dune-ampleur-in%C3%A9dite/ | Archive 2025-09-22_ANSSI_rempar25.html,"Jeudi 18 septembre 2025, l’ANSSI a organisé REMPAR25, un exercice national de gestion de crise cyber de grande ampleur, en partenariat avec le Campus Cyber national, les campus cyber régionaux, le Club de la continuité d’activité (CCA), le Club de la sécurité de l’information français (CLUSIF) et le Club des experts de la sécurité de l’information et du numérique (CESIN). Plus de 5 000 professionnels, issus de 1 000 organisations publiques et privées, ont participé à REMPAR25. L’objectif ? Évaluer et renforcer la capacité collective de la France à affronter un scénario de blackout numérique d’ampleur inédite.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Partenariat REMPAR25 explicitement cité.,,,,,,,,
REL-PUB-ADVENS-001,Advens,Référencement / qualification,Agence nationale de la sécurité des systèmes d’information,45890.5,46986.5,Advens,SRC-PUB-ADVENS-005,"01_sources_brutes/02_publiques_primaires/2026-07-16_ANSSI_catalogue-visas.pdf | page 52, PDIS",Advens Sans objet Oui 21/08/2025 21/08/2028,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46220.5,"Aucun volume, exclusivité ou caractère stratégique déduit.",ENT-PUB-ADVENS-001,ENT-PUB-ADVENS-002,Qualification PDIS active,46219.5,SOC qualifié PDIS,,Non établie,DEMANDE_MSP
REL-PUB-ADVENS-002,Advens,Référencement / qualification,Centrale d’Achat de l’Informatique Hospitalière,45077.5,46537.5,Advens,SRC-PUB-ADVENS-006,01_sources_brutes/02_publiques_primaires/2025-09_CAIH_soc-manage-advens.pdf | pages 1-2,TITULAIRE ADVENS,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46220.5,"Aucun volume, exclusivité ou caractère stratégique déduit.",ENT-PUB-ADVENS-001,ENT-PUB-ADVENS-003,Marché publié comme actif jusqu’au 2027-05-30,2025-09,SOC mutualisé santé CAIH,EDR; NDR; messagerie; mobile; vulnérabilités,Non établie,DEMANDE_MSP
REL-PUB-ADVENS-003,Advens,Relation client documentée,GHT Réunion,,,Advens,SRC-PUB-ADVENS-002,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-offres.html | témoignage Stéphane Duchesne,"mySOC, c’est l’assurance qu’en cas de détection d’une alerte critique, les équipes Advens travaillent en toute autonomie avec mes équipes IT pour prendre en charge et résoudre totalement l’incident, même si je suis à 9 000 km d’eux.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46220.5,"Aucun volume, exclusivité ou caractère stratégique déduit.",ENT-PUB-ADVENS-001,ENT-PUB-ADVENS-013,Témoignage publié sur page active ; actualité contractuelle à valider,46220.5,mySOC,,Non établie,DEMANDE_MSP
REL-PUB-ADVENS-004,Advens,Relation client documentée,Vulcain Engineering Group,,,Advens,SRC-PUB-ADVENS-001,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-plateforme.html | témoignage Charles Dumont,"Aujourd’hui, nous bénéficions d’une plateforme moderne, intuitive et évolutive, que nous pouvons utiliser en autonomie tout en profitant de l’expertise continue du SOC Advens.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46220.5,"Aucun volume, exclusivité ou caractère stratégique déduit.",ENT-PUB-ADVENS-001,ENT-PUB-ADVENS-014,Témoignage publié sur page active ; actualité contractuelle à valider,46220.5,mySOC,Portail mySOC,Non établie,DEMANDE_MSP
REL-PUB-ADVENS-005,Advens,Technologie citée,Microsoft,,,Advens,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,Microsoft Sentinel fournit une analytique de sécurité intelligente et des renseignements sur les menaces à l’échelle de l’entreprise.,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46220.5,"Audit DEMANDE_MSP : relation conservée comme citation technologique uniquement ; aucun usage, volume, exclusivité ou caractère stratégique déduit.",ENT-PUB-ADVENS-001,ENT-PUB-ADVENS-004,Citation sur la page partenaires — usage réel non établi,46220.5,mySOC,Microsoft Sentinel; Microsoft Defender,Non établie,DEMANDE_MSP
REL-PUB-ADVENS-006,Advens,Technologie citée,HarfangLab,,,Advens,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,"HarfangLab est une plateforme unifiée de Workspace Detection and Response 100% européenne, ouverte, transparente et interopérable.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46220.5,"Audit DEMANDE_MSP : relation conservée comme citation technologique uniquement ; aucun usage, volume, exclusivité ou caractère stratégique déduit.",ENT-PUB-ADVENS-001,ENT-PUB-ADVENS-005,Citation sur la page partenaires — usage réel non établi,46220.5,mySOC,HarfangLab WDR / EDR,Non établie,DEMANDE_MSP
REL-PUB-ADVENS-007,Advens,Technologie citée,Cybereason,,,Advens,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,"Cybereason offre une protection pérenne, capable de neutraliser les attaques sur les endpoints, dans le réseau d’entreprise et sur tous les champs de bataille.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46220.5,"Audit DEMANDE_MSP : relation conservée comme citation technologique uniquement ; aucun usage, volume, exclusivité ou caractère stratégique déduit.",ENT-PUB-ADVENS-001,ENT-PUB-ADVENS-006,Citation sur la page partenaires — usage réel non établi,46220.5,mySOC,Cybereason endpoint,Non établie,DEMANDE_MSP
REL-PUB-ADVENS-008,Advens,Technologie citée,SentinelOne,,,Advens,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,"SentinelOne Singularity XDR protège les endpoints, le cloud et l’identité.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46220.5,"Audit DEMANDE_MSP : relation conservée comme citation technologique uniquement ; aucun usage, volume, exclusivité ou caractère stratégique déduit.",ENT-PUB-ADVENS-001,ENT-PUB-ADVENS-007,Citation sur la page partenaires — usage réel non établi,46220.5,mySOC,SentinelOne Singularity XDR,Non établie,DEMANDE_MSP
REL-PUB-ADVENS-009,Advens,Technologie citée,CrowdStrike,,,Advens,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,"CrowdStrike assure la protection de vos zones de risques critiques : endpoints, applications sur le cloud, identités et données grâce la plateforme unifiée CrowdStrike Falcon IA native de cybersécurité.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46220.5,"Audit DEMANDE_MSP : relation conservée comme citation technologique uniquement ; aucun usage, volume, exclusivité ou caractère stratégique déduit.",ENT-PUB-ADVENS-001,ENT-PUB-ADVENS-008,Citation sur la page partenaires — usage réel non établi,46220.5,mySOC,CrowdStrike Falcon,Non établie,DEMANDE_MSP
REL-PUB-ADVENS-010,Advens,Technologie citée,Vectra AI,,,Advens,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,La plateforme Vectra utilise l’IA pour détecter les attaquants en temps réel et permettre d’effectuer des investigations efficaces.,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46220.5,"Audit DEMANDE_MSP : relation conservée comme citation technologique uniquement ; aucun usage, volume, exclusivité ou caractère stratégique déduit.",ENT-PUB-ADVENS-001,ENT-PUB-ADVENS-009,Citation sur la page partenaires — usage réel non établi,46220.5,mySOC,Vectra NDR / Attack Signal Intelligence,Non établie,DEMANDE_MSP
REL-PUB-ADVENS-011,Advens,Technologie citée,Gatewatcher,,,Advens,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,Avec Gatewatcher bénéficiez d’une visibilité 360° des usages et des actifs sur votre réseau.,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46220.5,"Audit DEMANDE_MSP : relation conservée comme citation technologique uniquement ; aucun usage, volume, exclusivité ou caractère stratégique déduit.",ENT-PUB-ADVENS-001,ENT-PUB-ADVENS-010,Citation sur la page partenaires — usage réel non établi,46220.5,mySOC,Gatewatcher NDR,Non établie,DEMANDE_MSP
REL-PUB-ADVENS-012,Advens,Technologie citée,Nozomi Networks,,,Advens,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,"Avec Nozomi Networks, réduisez les risques sur votre entreprise et optimisez sa résilience grâce à une visibilité sans pareille sur les réseaux industriels et de l’IoT.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46220.5,"Audit DEMANDE_MSP : relation conservée comme citation technologique uniquement ; aucun usage, volume, exclusivité ou caractère stratégique déduit.",ENT-PUB-ADVENS-001,ENT-PUB-ADVENS-011,Citation sur la page partenaires — usage réel non établi,46220.5,mySOC,Nozomi Networks OT/IoT,Non établie,DEMANDE_MSP
REL-PUB-ADVENS-013,Advens,Technologie citée,CybelAngel,,,Advens,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,CybelAngel protège la surface externe des entreprises en identifiant les actifs exposés et vulnérables.,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46220.5,"Audit DEMANDE_MSP : relation conservée comme citation technologique uniquement ; aucun usage, volume, exclusivité ou caractère stratégique déduit.",ENT-PUB-ADVENS-001,ENT-PUB-ADVENS-012,Citation sur la page partenaires — usage réel non établi,46220.5,mySOC,CybelAngel EASM,Non établie,DEMANDE_MSP
REL-PUB-TEKSORIA-001,Teksoria,Intégration documentée,Microsoft,,,Teksoria,SRC-PUB-TEKSORIA-001,01_sources_brutes/02_publiques_primaires/2026-07-17_Teksoria_tarifs.html,"Microsoft 365 Business — déploiement & gestion Cybersécurité avancée (EDR, SOC light) Infrastructure Cloud Azure managée",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, déploiement client ni importance stratégique déduit.",ENT-PUB-TEKSORIA-001,ENT-PUB-ADVENS-004,Déclaration publique active — usage opérationnel non établi,46220.5,Forfait Business ; cloud managé,Microsoft 365 ; Microsoft Azure,Non,DEMANDE_MSP
REL-PUB-TEKSORIA-002,Teksoria,Partenariat déclaré,Dell Technologies,,,Teksoria,SRC-PUB-TEKSORIA-004,01_sources_brutes/02_publiques_primaires/2026-07-17_Teksoria_accueil.html,Microsoft Partner Dell Technologies Partner VM VMware Partner VE Veeam Partner CI Cisco Partner AM Amazon Web Services Partner OV OVHcloud Partner MI Microsoft Azure Partner Mistral AI Partner Anthropic Partner,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, déploiement client ni importance stratégique déduit.",ENT-PUB-TEKSORIA-001,ENT-PUB-TEKSORIA-002,Déclaration publique active — usage opérationnel non établi,46220.5,Écosystème technologique,Dell Technologies,Non,DEMANDE_MSP
REL-PUB-TEKSORIA-003,Teksoria,Partenariat déclaré,Cisco,,,Teksoria,SRC-PUB-TEKSORIA-004,01_sources_brutes/02_publiques_primaires/2026-07-17_Teksoria_accueil.html,Microsoft Partner Dell Technologies Partner VM VMware Partner VE Veeam Partner CI Cisco Partner AM Amazon Web Services Partner OV OVHcloud Partner MI Microsoft Azure Partner Mistral AI Partner Anthropic Partner,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, déploiement client ni importance stratégique déduit.",ENT-PUB-TEKSORIA-001,ENT-PUB-TEKSORIA-003,Déclaration publique active — usage opérationnel non établi,46220.5,Écosystème technologique,Cisco,Non,DEMANDE_MSP
REL-PUB-TEKSORIA-004,Teksoria,Partenariat déclaré,VMware,,,Teksoria,SRC-PUB-TEKSORIA-004,01_sources_brutes/02_publiques_primaires/2026-07-17_Teksoria_accueil.html,Microsoft Partner Dell Technologies Partner VM VMware Partner VE Veeam Partner CI Cisco Partner AM Amazon Web Services Partner OV OVHcloud Partner MI Microsoft Azure Partner Mistral AI Partner Anthropic Partner,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, déploiement client ni importance stratégique déduit.",ENT-PUB-TEKSORIA-001,ENT-PUB-TEKSORIA-004,Déclaration publique active — usage opérationnel non établi,46220.5,Écosystème technologique,VMware,Non,DEMANDE_MSP
REL-PUB-TEKSORIA-005,Teksoria,Partenariat déclaré,Veeam,,,Teksoria,SRC-PUB-TEKSORIA-004,01_sources_brutes/02_publiques_primaires/2026-07-17_Teksoria_accueil.html,Microsoft Partner Dell Technologies Partner VM VMware Partner VE Veeam Partner CI Cisco Partner AM Amazon Web Services Partner OV OVHcloud Partner MI Microsoft Azure Partner Mistral AI Partner Anthropic Partner,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, déploiement client ni importance stratégique déduit.",ENT-PUB-TEKSORIA-001,ENT-PUB-TEKSORIA-005,Déclaration publique active — usage opérationnel non établi,46220.5,Écosystème technologique,Veeam,Non,DEMANDE_MSP
REL-PUB-TEKSORIA-006,Teksoria,Technologie citée,Amazon Web Services,,,Teksoria,SRC-PUB-TEKSORIA-009,01_sources_brutes/02_publiques_primaires/2026-07-17_Teksoria_cloud-annecy.html,"Nous travaillons principalement avec Microsoft Azure et Amazon Web Services (AWS), les deux leaders du marché, mais aussi avec des clouds souverains français pour les entreprises soumises à des contraintes réglementaires spécifiques (données de santé, secteur public, défense).",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, déploiement client ni importance stratégique déduit.",ENT-PUB-TEKSORIA-001,ENT-PUB-CHECKPOINT-004,Déclaration publique active — usage opérationnel non établi,46220.5,Infrastructure cloud managée,Amazon Web Services (AWS),Non,DEMANDE_MSP
REL-PUB-TEKSORIA-007,Teksoria,Partenariat déclaré,OVHcloud,,,Teksoria,SRC-PUB-TEKSORIA-004,01_sources_brutes/02_publiques_primaires/2026-07-17_Teksoria_accueil.html,Microsoft Partner Dell Technologies Partner VM VMware Partner VE Veeam Partner CI Cisco Partner AM Amazon Web Services Partner OV OVHcloud Partner MI Microsoft Azure Partner Mistral AI Partner Anthropic Partner,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, déploiement client ni importance stratégique déduit.",ENT-PUB-TEKSORIA-001,ENT-PUB-TEKSORIA-006,Déclaration publique active — usage opérationnel non établi,46220.5,Écosystème cloud,OVHcloud,Non,DEMANDE_MSP
